player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Emil Audero,it ITA,GK,Sampdoria,23,1997,37.0,37.0,3330.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,1247.0,70.3,26471.0,18997.0,124.0,125.0,99.2,387.0,394.0,98.2,364.0,724.0,50.3,1.0,12.0,0.0,0.0,0.0,873.0,372.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.14,3.0,2.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,1344.0,1183.0,1339.0,5.0,1.0,1.0,1344.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,100.0
Tommaso Augello,it ITA,DF,Sampdoria,25,1994,37.0,37.0,3216.0,1.0,3.0,0.0,0.0,2.0,1.0,0.03,0.08,0.11,0.03,0.11,0.3,0.3,0.01,0.01,35.7,2.0,0.0,25.0,0.06,0.13,0.5,0.04,0.7,0.7,1564.0,2061.0,75.9,24859.0,10136.0,807.0,916.0,88.1,628.0,807.0,77.8,97.0,228.0,42.5,29.0,100.0,40.0,25.0,130.0,1701.0,357.0,42.0,0.0,5.0,148.0,0.0,0.0,0.0,0.0,315.0,3.0,62.0,62.0,1.73,49.0,3.0,3.0,1.0,0.0,7.0,0.2,5.0,0.0,0.0,0.0,0.0,2.0,42.0,30.0,27.0,10.0,5.0,23.0,39.0,59.0,16.0,22.0,2.0,20.0,32.0,76.0,1.0,2294.0,108.0,699.0,1007.0,619.0,30.0,2294.0,31.0,54.0,57.4,1399.0,43.0,16.0,0.0,13.0,25.0,2.0,0.0,0.0,0.0,214.0,41.0,30.0,57.7
Kaan Ayhan,tr TUR,DF,Sassuolo,25,1994,19.0,7.0,796.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.05,0.05,8.8,0.0,2.0,0.0,0.0,0.0,0.0,0.1,-0.5,-0.5,515.0,567.0,90.8,8573.0,2410.0,234.0,246.0,95.1,251.0,268.0,93.7,26.0,41.0,63.4,0.0,51.0,2.0,0.0,29.0,530.0,36.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,28.0,1.0,3.0,4.0,0.45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,8.0,5.0,2.0,8.0,13.0,61.5,5.0,9.0,5.0,4.0,16.0,33.0,0.0,653.0,69.0,220.0,359.0,77.0,4.0,653.0,3.0,4.0,75.0,464.0,1.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,37.0,12.0,22.0,35.3
Milan Badelj,hr CRO,MF,Genoa,31,1989,30.0,29.0,2408.0,1.0,4.0,0.0,0.0,7.0,0.0,0.04,0.15,0.19,0.04,0.19,0.8,0.8,0.03,0.03,26.8,4.0,0.0,23.5,0.15,0.06,0.25,0.05,0.2,0.2,1295.0,1597.0,81.1,23532.0,7988.0,597.0,674.0,88.6,492.0,585.0,84.1,182.0,261.0,69.7,29.0,149.0,25.0,2.0,136.0,1520.0,70.0,54.0,3.0,26.0,15.0,2.0,1.0,1.0,0.0,3.0,7.0,25.0,62.0,2.32,55.0,1.0,0.0,1.0,3.0,8.0,0.3,7.0,0.0,0.0,0.0,1.0,0.0,56.0,27.0,27.0,22.0,7.0,26.0,84.0,31.0,58.0,51.0,10.0,41.0,87.0,45.0,1.0,1890.0,78.0,474.0,1170.0,272.0,13.0,1890.0,36.0,46.0,78.3,1189.0,31.0,22.0,0.0,34.0,32.0,1.0,1.0,0.0,0.0,228.0,16.0,12.0,57.1
Tiemoué Bakayoko,fr FRA,MF,Napoli,25,1994,32.0,23.0,1964.0,2.0,1.0,0.0,0.0,6.0,1.0,0.09,0.05,0.14,0.09,0.14,1.1,1.1,0.05,0.05,21.8,4.0,0.0,25.0,0.18,0.13,0.5,0.07,0.9,0.9,1080.0,1228.0,87.9,17505.0,4454.0,524.0,590.0,88.8,442.0,465.0,95.1,82.0,103.0,79.6,12.0,87.0,8.0,0.0,81.0,1198.0,27.0,27.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,33.0,1.51,26.0,0.0,0.0,2.0,3.0,4.0,0.18,2.0,0.0,0.0,0.0,1.0,1.0,69.0,41.0,21.0,41.0,7.0,23.0,40.0,57.5,17.0,24.0,2.0,22.0,36.0,13.0,2.0,1440.0,36.0,296.0,967.0,185.0,15.0,1440.0,25.0,29.0,86.2,1055.0,27.0,20.0,1.0,36.0,52.0,1.0,1.0,0.0,0.0,129.0,44.0,34.0,56.4
Keita Baldé,sn SEN,FW,Sampdoria,25,1995,25.0,12.0,1197.0,7.0,1.0,0.0,0.0,4.0,1.0,0.53,0.08,0.6,0.53,0.6,5.7,5.7,0.42,0.42,13.3,19.0,0.0,43.2,1.43,0.16,0.37,0.13,1.3,1.3,230.0,315.0,73.0,3100.0,526.0,135.0,169.0,79.9,74.0,96.0,77.1,7.0,18.0,38.9,21.0,14.0,6.0,0.0,14.0,292.0,23.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,2.0,0.0,9.0,46.0,3.46,24.0,0.0,6.0,7.0,8.0,6.0,0.45,1.0,0.0,1.0,1.0,3.0,0.0,9.0,6.0,2.0,6.0,1.0,4.0,10.0,40.0,6.0,10.0,1.0,9.0,0.0,3.0,0.0,469.0,4.0,21.0,186.0,268.0,83.0,469.0,16.0,26.0,61.5,397.0,45.0,15.0,0.0,32.0,35.0,4.0,1.0,1.0,0.0,25.0,20.0,41.0,32.8
Botond Balogh,hu HUN,DF,Parma,18,2002,3.0,1.0,165.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,79.0,74.7,1277.0,419.0,12.0,16.0,75.0,35.0,42.0,83.3,11.0,18.0,61.1,0.0,0.0,0.0,0.0,3.0,75.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,0.0,0.0,2.0,5.0,40.0,3.0,4.0,3.0,1.0,2.0,8.0,0.0,105.0,13.0,62.0,40.0,3.0,1.0,105.0,1.0,1.0,100.0,64.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,40.0
Mattia Bani,it ITA,DF,Genoa,26,1993,11.0,10.0,921.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.06,0.06,10.2,1.0,0.0,20.0,0.1,0.0,0.0,0.11,-0.6,-0.6,443.0,529.0,83.7,8734.0,3270.0,142.0,163.0,87.1,236.0,258.0,91.5,58.0,88.0,65.9,2.0,14.0,2.0,1.0,10.0,513.0,15.0,12.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,5.0,0.49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,5.0,12.0,41.7,7.0,16.0,11.0,5.0,27.0,44.0,0.0,647.0,83.0,356.0,270.0,22.0,7.0,647.0,0.0,1.0,0.0,390.0,2.0,5.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,39.0,32.0,29.0,52.5
Mattia Bani,it ITA,DF,Parma,26,1993,15.0,14.0,1145.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.05,0.05,12.7,2.0,0.0,25.0,0.16,0.0,0.0,0.08,-0.6,-0.6,633.0,712.0,88.9,13012.0,4280.0,167.0,187.0,89.3,382.0,398.0,96.0,79.0,115.0,68.7,2.0,23.0,2.0,1.0,26.0,684.0,28.0,21.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,8.0,0.63,5.0,0.0,0.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,20.0,11.0,15.0,4.0,1.0,4.0,8.0,50.0,4.0,10.0,6.0,4.0,33.0,50.0,0.0,844.0,115.0,490.0,336.0,21.0,10.0,844.0,0.0,0.0,0.0,586.0,3.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,54.0,34.0,24.0,58.6
Antonín Barák,cz CZE,MF,Hellas Verona,25,1994,34.0,32.0,2765.0,7.0,3.0,0.0,0.0,5.0,1.0,0.23,0.1,0.33,0.23,0.33,6.8,6.8,0.22,0.22,30.7,16.0,1.0,35.6,0.52,0.16,0.44,0.15,0.2,0.2,1023.0,1320.0,77.5,16382.0,4205.0,528.0,635.0,83.1,395.0,478.0,82.6,67.0,104.0,64.4,25.0,127.0,26.0,2.0,106.0,1270.0,40.0,20.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,15.0,10.0,37.0,56.0,1.82,50.0,0.0,4.0,1.0,1.0,7.0,0.23,5.0,0.0,2.0,0.0,0.0,0.0,30.0,19.0,8.0,16.0,6.0,14.0,47.0,29.8,33.0,27.0,7.0,20.0,12.0,40.0,1.0,1610.0,59.0,238.0,941.0,461.0,73.0,1610.0,28.0,43.0,65.1,1082.0,45.0,31.0,0.0,60.0,17.0,4.0,0.0,1.0,0.0,217.0,66.0,83.0,44.3
Federico Barba,it ITA,DF,Benevento,26,1993,32.0,31.0,2659.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,0.03,0.03,29.5,3.0,0.0,23.1,0.1,0.0,0.0,0.06,-0.8,-0.8,1095.0,1396.0,78.4,19174.0,7531.0,465.0,527.0,88.2,496.0,606.0,81.8,101.0,198.0,51.0,13.0,56.0,14.0,4.0,55.0,1152.0,240.0,61.0,0.0,4.0,38.0,0.0,0.0,0.0,0.0,171.0,4.0,23.0,29.0,0.98,23.0,2.0,0.0,3.0,1.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,31.0,16.0,22.0,8.0,1.0,21.0,35.0,60.0,14.0,39.0,18.0,21.0,48.0,94.0,4.0,1660.0,153.0,812.0,665.0,198.0,24.0,1660.0,5.0,8.0,62.5,887.0,14.0,6.0,0.0,27.0,10.0,1.0,0.0,0.0,1.0,116.0,22.0,30.0,42.3
Nicolò Barella,it ITA,MF,Inter,23,1997,36.0,32.0,2896.0,3.0,7.0,0.0,0.0,5.0,0.0,0.09,0.22,0.31,0.09,0.31,2.4,2.4,0.07,0.07,32.2,8.0,0.0,22.2,0.25,0.08,0.38,0.07,0.6,0.6,1591.0,1931.0,82.4,25100.0,8423.0,850.0,935.0,90.9,564.0,662.0,85.2,123.0,201.0,61.2,47.0,182.0,66.0,10.0,191.0,1894.0,29.0,10.0,5.0,12.0,64.0,1.0,1.0,0.0,0.0,18.0,8.0,41.0,103.0,3.2,95.0,1.0,2.0,3.0,2.0,14.0,0.44,13.0,0.0,0.0,1.0,0.0,0.0,58.0,31.0,23.0,29.0,6.0,23.0,72.0,31.9,49.0,29.0,4.0,25.0,26.0,14.0,0.0,2234.0,42.0,359.0,1169.0,733.0,53.0,2234.0,35.0,52.0,67.3,1691.0,63.0,28.0,0.0,43.0,53.0,2.0,0.0,1.0,0.0,193.0,30.0,28.0,51.7
Antonio Barreca,it ITA,DF,Fiorentina,25,1995,3.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.12,0.9,1.0,0.0,50.0,1.06,0.0,0.0,0.05,-0.1,-0.1,32.0,51.0,62.7,480.0,157.0,17.0,19.0,89.5,12.0,20.0,60.0,2.0,5.0,40.0,1.0,4.0,1.0,1.0,4.0,36.0,15.0,2.0,0.0,0.0,11.0,3.0,0.0,3.0,0.0,10.0,0.0,2.0,2.0,2.12,2.0,0.0,0.0,0.0,0.0,1.0,1.06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,2.0,7.0,24.0,21.0,3.0,52.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,60.0
"Musa Barrow,gm GAM,""MF,FW"",Bologna,21,1998,38.0,34.0,2921.0,8.0,8.0,0.0,1.0,0.0,0.0,0.25,0.25,0.49,0.25,0.49,7.0,6.2,0.22,0.19,32.5,38.0,6.0,43.2,1.17,0.09,0.21,0.07,1.0,1.8,818.0,1165.0,70.2,13878.0,3584.0,433.0,530.0,81.7,247.0,331.0,74.6,103.0,213.0,48.4,60.0,83.0,31.0,12.0,69.0,1031.0,125.0,32.0,1.0,17.0,138.0,66.0,54.0,5.0,0.0,15.0,9.0,21.0,111.0,3.42,75.0,15.0,9.0,11.0,1.0,11.0,0.34,8.0,2.0,0.0,1.0,0.0,0.0,26.0,10.0,8.0,10.0,8.0,10.0,25.0,40.0,15.0,37.0,2.0,35.0,11.0,15.0,0.0,1545.0,16.0,152.0,646.0,760.0,119.0,1544.0,34.0,71.0,47.9,1159.0,103.0,53.0,0.0,17.0,32.0,11.0,0.0,0.0,0.0,110.0,23.0,73.0,24.0"
Paolo Bartolomei,it ITA,MF,Spezia,30,1989,6.0,3.0,320.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.0,0.28,0.1,0.1,0.04,0.04,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.1,-0.1,91.0,124.0,73.4,1413.0,332.0,47.0,53.0,88.7,36.0,44.0,81.8,5.0,19.0,26.3,5.0,9.0,2.0,1.0,6.0,117.0,7.0,1.0,0.0,1.0,13.0,5.0,0.0,4.0,0.0,1.0,0.0,4.0,9.0,2.54,8.0,1.0,0.0,0.0,0.0,2.0,0.56,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,2.0,4.0,7.0,57.1,3.0,1.0,0.0,1.0,1.0,2.0,0.0,147.0,4.0,24.0,77.0,47.0,9.0,147.0,4.0,6.0,66.7,109.0,6.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,50.0
Daniele Baselli,it ITA,MF,Torino,28,1992,15.0,3.0,396.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,0.06,4.4,2.0,2.0,40.0,0.45,0.0,0.0,0.05,-0.3,-0.3,163.0,217.0,75.1,2989.0,1031.0,78.0,94.0,83.0,51.0,68.0,75.0,29.0,39.0,74.4,9.0,21.0,3.0,0.0,17.0,190.0,24.0,10.0,2.0,2.0,14.0,12.0,5.0,6.0,0.0,0.0,3.0,5.0,14.0,3.17,9.0,4.0,0.0,1.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,6.0,3.0,6.0,10.0,60.0,4.0,2.0,0.0,2.0,9.0,5.0,0.0,273.0,6.0,49.0,164.0,60.0,5.0,273.0,4.0,7.0,57.1,155.0,4.0,2.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,39.0,7.0,7.0,50.0
Alessandro Bastoni,it ITA,DF,Inter,21,1999,33.0,33.0,2922.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.09,0.09,0.0,0.09,1.0,1.0,0.03,0.03,32.5,1.0,0.0,10.0,0.03,0.0,0.0,0.1,-1.0,-1.0,2065.0,2306.0,89.5,37276.0,10451.0,910.0,952.0,95.6,899.0,961.0,93.5,226.0,315.0,71.7,12.0,150.0,16.0,4.0,97.0,2175.0,124.0,63.0,1.0,24.0,24.0,0.0,0.0,0.0,0.0,32.0,7.0,24.0,39.0,1.2,34.0,0.0,0.0,1.0,2.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,13.0,21.0,2.0,17.0,27.0,63.0,10.0,34.0,16.0,18.0,40.0,75.0,0.0,2543.0,245.0,928.0,1357.0,278.0,19.0,2543.0,12.0,15.0,80.0,1921.0,19.0,6.0,0.0,40.0,28.0,0.0,0.0,0.0,0.0,164.0,48.0,32.0,60.0
Simone Bastoni,it ITA,DF,Spezia,23,1996,22.0,19.0,1522.0,1.0,7.0,0.0,0.0,7.0,0.0,0.06,0.41,0.47,0.06,0.47,1.2,1.2,0.07,0.07,16.9,4.0,1.0,19.0,0.24,0.05,0.25,0.06,-0.2,-0.2,794.0,1068.0,74.3,13759.0,4837.0,395.0,446.0,88.6,293.0,379.0,77.3,89.0,168.0,53.0,29.0,69.0,27.0,10.0,63.0,862.0,199.0,30.0,0.0,3.0,93.0,34.0,0.0,31.0,0.0,135.0,7.0,35.0,48.0,2.84,28.0,13.0,4.0,2.0,0.0,9.0,0.53,4.0,3.0,1.0,0.0,0.0,1.0,50.0,29.0,26.0,22.0,2.0,27.0,52.0,51.9,25.0,19.0,1.0,18.0,16.0,31.0,0.0,1253.0,41.0,360.0,541.0,370.0,26.0,1253.0,25.0,40.0,62.5,759.0,28.0,19.0,0.0,35.0,27.0,2.0,0.0,1.0,0.0,122.0,27.0,25.0,51.9
Bastos,ao ANG,DF,Lazio,29,1991,2.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,92.7,554.0,152.0,21.0,22.0,95.5,13.0,15.0,86.7,1.0,1.0,100.0,0.0,1.0,2.0,0.0,2.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,60.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,53.0,5.0,25.0,19.0,9.0,1.0,53.0,2.0,4.0,50.0,34.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
Rodrigo Becão,br BRA,DF,Udinese,24,1996,35.0,32.0,2780.0,1.0,0.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.04,0.04,30.9,3.0,0.0,30.0,0.1,0.1,0.33,0.13,-0.3,-0.3,1173.0,1371.0,85.6,20394.0,7572.0,498.0,547.0,91.0,553.0,612.0,90.4,96.0,158.0,60.8,7.0,80.0,5.0,1.0,66.0,1313.0,54.0,49.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,5.0,4.0,19.0,24.0,0.78,20.0,0.0,0.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,59.0,33.0,36.0,20.0,3.0,27.0,49.0,55.1,22.0,48.0,27.0,21.0,68.0,94.0,2.0,1692.0,215.0,790.0,789.0,123.0,26.0,1692.0,3.0,4.0,75.0,1070.0,12.0,9.0,0.0,50.0,47.0,0.0,0.0,1.0,0.0,142.0,61.0,36.0,62.9
Valon Behrami,ch SUI,MF,Genoa,35,1985,26.0,8.0,892.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.05,0.05,9.9,1.0,0.0,25.0,0.1,0.0,0.0,0.12,-0.5,-0.5,162.0,218.0,74.3,2214.0,875.0,90.0,114.0,78.9,51.0,66.0,77.3,8.0,14.0,57.1,2.0,16.0,2.0,1.0,18.0,211.0,6.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.71,5.0,0.0,0.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,21.0,9.0,9.0,10.0,2.0,9.0,26.0,34.6,17.0,13.0,5.0,8.0,9.0,13.0,0.0,307.0,19.0,80.0,168.0,62.0,6.0,307.0,1.0,3.0,33.3,147.0,7.0,2.0,1.0,28.0,21.0,0.0,1.0,0.0,0.0,41.0,12.0,18.0,40.0
Andrea Belotti,it ITA,FW,Torino,26,1993,35.0,33.0,2888.0,13.0,6.0,4.0,5.0,4.0,0.0,0.41,0.19,0.59,0.28,0.47,13.7,9.8,0.43,0.3,32.1,35.0,8.0,34.3,1.09,0.09,0.26,0.1,-0.7,-0.8,481.0,716.0,67.2,7066.0,1518.0,272.0,347.0,78.4,137.0,198.0,69.2,39.0,58.0,67.2,37.0,36.0,32.0,4.0,48.0,656.0,56.0,4.0,9.0,11.0,25.0,0.0,0.0,0.0,0.0,2.0,4.0,39.0,122.0,3.8,56.0,2.0,14.0,16.0,31.0,16.0,0.5,6.0,0.0,2.0,3.0,4.0,1.0,30.0,18.0,4.0,16.0,10.0,11.0,35.0,31.4,24.0,27.0,4.0,23.0,12.0,21.0,0.0,1139.0,26.0,81.0,541.0,541.0,145.0,1135.0,47.0,81.0,58.0,878.0,107.0,41.0,0.0,58.0,135.0,21.0,3.0,1.0,0.0,87.0,81.0,111.0,42.2
Ahmad Benali,ly LBY,MF,Crotone,28,1992,18.0,15.0,1214.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,0.04,0.04,13.5,4.0,0.0,40.0,0.3,0.0,0.0,0.06,-0.6,-0.6,662.0,788.0,84.0,10717.0,3005.0,323.0,363.0,89.0,267.0,300.0,89.0,48.0,74.0,64.9,14.0,55.0,10.0,1.0,53.0,736.0,50.0,23.0,0.0,3.0,28.0,19.0,6.0,9.0,0.0,8.0,2.0,13.0,32.0,2.37,22.0,4.0,2.0,0.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,10.0,9.0,0.0,11.0,38.0,28.9,27.0,15.0,2.0,13.0,6.0,15.0,0.0,895.0,40.0,242.0,486.0,176.0,27.0,895.0,9.0,20.0,45.0,636.0,22.0,11.0,0.0,12.0,16.0,1.0,0.0,0.0,0.0,94.0,10.0,4.0,71.4
Ismaël Bennacer,dz ALG,MF,Milan,22,1997,21.0,17.0,1326.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.14,0.14,0.0,0.14,0.9,0.9,0.06,0.06,14.7,1.0,0.0,8.3,0.07,0.0,0.0,0.08,-0.9,-0.9,851.0,984.0,86.5,14057.0,4891.0,436.0,465.0,93.8,313.0,344.0,91.0,81.0,121.0,66.9,5.0,105.0,13.0,0.0,65.0,938.0,39.0,31.0,0.0,10.0,10.0,7.0,2.0,3.0,0.0,1.0,7.0,14.0,29.0,1.97,20.0,2.0,1.0,2.0,3.0,7.0,0.47,6.0,0.0,0.0,0.0,1.0,0.0,39.0,18.0,17.0,21.0,1.0,15.0,32.0,46.9,17.0,10.0,1.0,9.0,20.0,12.0,0.0,1139.0,33.0,262.0,748.0,140.0,5.0,1139.0,29.0,36.0,80.6,798.0,21.0,15.0,0.0,20.0,30.0,0.0,1.0,1.0,0.0,118.0,11.0,21.0,34.4
Rodrigo Bentancur,uy URU,MF,Juventus,23,1997,33.0,27.0,2324.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.15,0.15,0.0,0.15,0.6,0.6,0.02,0.02,25.8,5.0,0.0,33.3,0.19,0.0,0.0,0.04,-0.6,-0.6,1643.0,1851.0,88.8,28913.0,8319.0,753.0,804.0,93.7,696.0,754.0,92.3,164.0,221.0,74.2,29.0,171.0,14.0,3.0,136.0,1785.0,60.0,40.0,2.0,14.0,25.0,15.0,5.0,6.0,0.0,5.0,6.0,21.0,67.0,2.6,52.0,8.0,1.0,1.0,2.0,11.0,0.43,10.0,0.0,0.0,0.0,0.0,1.0,63.0,33.0,21.0,37.0,5.0,20.0,59.0,33.9,39.0,35.0,12.0,23.0,47.0,46.0,1.0,2122.0,101.0,505.0,1310.0,337.0,15.0,2122.0,35.0,51.0,68.6,1503.0,29.0,16.0,1.0,45.0,27.0,2.0,0.0,0.0,0.0,205.0,30.0,21.0,58.8
Alessandro Berardi,it ITA,GK,Hellas Verona,29,1991,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,54.5,275.0,255.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.21,0.0,1.0,0.0,0.0,0.0,1.0,3.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
