player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Cristiano Ronaldo,pt POR,FW,Juventus,36,1985,1.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.39,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.1,-0.1,8.0,13.0,61.5,105.0,16.0,6.0,8.0,75.0,1.0,2.0,50.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,8.0,7.0,2.0,15.0,1.0,1.0,100.0,7.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Marten de Roon,nl NED,"MF,DF",Atalanta,30,1991,30.0,28.0,2548.0,3.0,0.0,0.0,0.0,7.0,1.0,0.11,0.0,0.11,0.11,0.11,2.3,2.3,0.08,0.08,28.3,5.0,0.0,21.7,0.18,0.13,0.6,0.1,0.7,0.7,1434.0,1690.0,84.9,25483.0,8331.0,650.0,725.0,89.7,618.0,677.0,91.3,141.0,230.0,61.3,7.0,163.0,21.0,0.0,176.0,1615.0,72.0,50.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,22.0,3.0,21.0,42.0,1.48,38.0,1.0,1.0,1.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,69.0,42.0,33.0,29.0,7.0,34.0,62.0,54.8,28.0,36.0,2.0,34.0,45.0,41.0,0.0,1952.0,74.0,507.0,1129.0,327.0,19.0,1952.0,5.0,10.0,50.0,1090.0,19.0,23.0,2.0,1232.0,13.0,7.0,1.0,50.0,15.0,0.0,0.0,0.0,0.0,212.0,52.0,34.0,60.5
Francesco Rossi,it ITA,GK,Atalanta,30,1991,1.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,341.0,279.0,0.0,0.0,0.0,8.0,8.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nicolò Rovella,it ITA,MF,Genoa,19,2001,21.0,16.0,1468.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.18,0.18,0.0,0.18,1.2,1.2,0.08,0.08,16.3,4.0,6.0,23.5,0.25,0.0,0.0,0.07,-1.2,-1.2,762.0,977.0,78.0,14063.0,3760.0,344.0,373.0,92.2,269.0,327.0,82.3,121.0,226.0,53.5,30.0,64.0,8.0,1.0,84.0,822.0,152.0,75.0,3.0,11.0,110.0,68.0,26.0,32.0,0.0,9.0,3.0,11.0,61.0,3.74,28.0,25.0,1.0,2.0,4.0,6.0,0.37,2.0,4.0,0.0,0.0,0.0,0.0,37.0,26.0,16.0,14.0,7.0,15.0,40.0,37.5,25.0,21.0,1.0,20.0,20.0,20.0,0.0,1138.0,34.0,220.0,633.0,301.0,9.0,1138.0,16.0,28.0,57.1,636.0,31.0,23.0,0.0,685.0,20.0,16.0,0.0,26.0,24.0,3.0,0.0,0.0,0.0,118.0,5.0,15.0,25.0
Amir Rrahmani,xk KVX,DF,Napoli,27,1994,33.0,33.0,2927.0,4.0,0.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12,4.2,4.2,0.13,0.13,32.5,9.0,0.0,40.9,0.28,0.18,0.44,0.19,-0.2,-0.2,1835.0,2015.0,91.1,32159.0,11658.0,795.0,850.0,93.5,861.0,905.0,95.1,155.0,215.0,72.1,5.0,83.0,3.0,0.0,81.0,1906.0,107.0,61.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,21.0,0.65,18.0,0.0,0.0,2.0,0.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,15.0,5.0,1.0,15.0,19.0,78.9,4.0,36.0,25.0,11.0,19.0,89.0,0.0,2238.0,268.0,1084.0,1089.0,73.0,31.0,2238.0,5.0,6.0,83.3,1377.0,12.0,14.0,1.0,1583.0,10.0,7.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,174.0,78.0,50.0,60.9
Ruan,br BRA,DF,Sassuolo,22,1999,10.0,0.0,214.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,110.0,76.4,1194.0,609.0,52.0,60.0,86.7,26.0,37.0,70.3,2.0,6.0,33.3,1.0,5.0,0.0,0.0,8.0,91.0,19.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,5.0,2.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,0.0,0.0,3.0,4.0,75.0,1.0,6.0,5.0,1.0,2.0,24.0,1.0,160.0,34.0,80.0,61.0,20.0,2.0,160.0,7.0,10.0,70.0,59.0,5.0,4.0,0.0,61.0,2.0,2.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,22.0,7.0,8.0,46.7
Daniele Rugani,it ITA,DF,Juventus,27,1994,12.0,9.0,879.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.1,-0.1,497.0,547.0,90.9,9586.0,3391.0,154.0,159.0,96.9,296.0,312.0,94.9,41.0,63.0,65.1,1.0,23.0,0.0,0.0,28.0,528.0,18.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,4.0,0.0,4.0,7.0,57.1,3.0,9.0,4.0,5.0,11.0,47.0,0.0,631.0,94.0,327.0,290.0,16.0,5.0,631.0,0.0,0.0,0.0,390.0,3.0,2.0,0.0,456.0,1.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,43.0,16.0,14.0,53.3
Matteo Ruggeri,it ITA,DF,Salernitana,19,2002,14.0,8.0,676.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.03,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.2,-0.2,198.0,302.0,65.6,3402.0,1434.0,94.0,114.0,82.5,78.0,122.0,63.9,22.0,47.0,46.8,4.0,15.0,6.0,5.0,16.0,251.0,49.0,3.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,46.0,2.0,6.0,8.0,1.06,7.0,1.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,2.0,1.0,7.0,10.0,70.0,3.0,6.0,1.0,5.0,2.0,25.0,0.0,366.0,40.0,117.0,157.0,94.0,10.0,366.0,3.0,6.0,50.0,146.0,10.0,4.0,1.0,200.0,9.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,9.0,7.0,56.3
Mário Rui,pt POR,DF,Napoli,30,1991,34.0,34.0,2992.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.15,0.15,0.0,0.15,2.1,2.1,0.06,0.06,33.2,10.0,5.0,31.3,0.3,0.0,0.0,0.07,-2.1,-2.1,2073.0,2461.0,84.2,33194.0,10011.0,1142.0,1230.0,92.8,682.0,786.0,86.8,183.0,301.0,60.8,41.0,126.0,36.0,8.0,150.0,2104.0,346.0,80.0,1.0,34.0,80.0,18.0,7.0,6.0,0.0,248.0,11.0,35.0,83.0,2.5,65.0,5.0,3.0,3.0,6.0,10.0,0.3,5.0,2.0,0.0,1.0,2.0,0.0,68.0,43.0,32.0,28.0,8.0,39.0,84.0,46.4,45.0,31.0,7.0,24.0,40.0,50.0,0.0,2736.0,102.0,764.0,1346.0,642.0,53.0,2736.0,14.0,24.0,58.3,1546.0,67.0,35.0,13.0,1892.0,25.0,14.0,0.0,31.0,60.0,4.0,0.0,0.0,0.0,173.0,14.0,31.0,31.1
Fabián Ruiz Peña,es ESP,MF,Napoli,25,1996,32.0,29.0,2384.0,7.0,4.0,0.0,0.0,2.0,0.0,0.26,0.15,0.42,0.26,0.42,2.1,2.1,0.08,0.08,26.5,13.0,0.0,32.5,0.49,0.18,0.54,0.05,4.9,4.9,1969.0,2196.0,89.7,32223.0,8053.0,1057.0,1132.0,93.4,654.0,719.0,91.0,190.0,230.0,82.6,32.0,219.0,32.0,2.0,220.0,2143.0,48.0,47.0,2.0,37.0,17.0,0.0,0.0,0.0,0.0,1.0,5.0,26.0,84.0,3.17,77.0,1.0,0.0,3.0,2.0,11.0,0.42,11.0,0.0,0.0,0.0,0.0,0.0,55.0,33.0,22.0,29.0,4.0,29.0,67.0,43.3,38.0,34.0,1.0,33.0,22.0,32.0,0.0,2455.0,73.0,463.0,1495.0,516.0,39.0,2455.0,12.0,22.0,54.5,1488.0,58.0,46.0,9.0,1962.0,28.0,11.0,0.0,21.0,18.0,1.0,0.0,0.0,0.0,203.0,8.0,12.0,40.0
Alessandro Russo,it ITA,MF,Salernitana,17,2003,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,24.0,6.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,4.0,4.0,2.0,1.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stefano Sabelli,it ITA,DF,Genoa,28,1993,7.0,5.0,348.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,0.04,3.9,1.0,0.0,50.0,0.26,0.0,0.0,0.08,-0.2,-0.2,96.0,153.0,62.7,1485.0,630.0,52.0,64.0,81.3,41.0,59.0,69.5,2.0,15.0,13.3,2.0,8.0,3.0,0.0,14.0,123.0,30.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,6.0,1.55,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,2.0,1.0,3.0,9.0,33.3,6.0,5.0,1.0,4.0,3.0,12.0,0.0,203.0,13.0,68.0,76.0,61.0,5.0,203.0,1.0,4.0,25.0,109.0,11.0,4.0,1.0,110.0,12.0,4.0,0.0,6.0,8.0,0.0,0.0,1.0,0.0,19.0,3.0,4.0,42.9
Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,24,1996,14.0,9.0,893.0,3.0,2.0,0.0,0.0,3.0,0.0,0.3,0.2,0.5,0.3,0.5,1.3,1.3,0.13,0.13,9.9,9.0,3.0,56.3,0.91,0.19,0.33,0.08,1.7,1.7,259.0,346.0,74.9,4452.0,1155.0,123.0,145.0,84.8,98.0,121.0,81.0,28.0,44.0,63.6,13.0,28.0,5.0,1.0,35.0,313.0,29.0,15.0,0.0,4.0,15.0,6.0,4.0,0.0,0.0,5.0,4.0,13.0,28.0,2.82,18.0,2.0,4.0,0.0,2.0,5.0,0.5,2.0,0.0,1.0,0.0,1.0,1.0,34.0,18.0,10.0,15.0,9.0,7.0,25.0,28.0,18.0,10.0,2.0,8.0,7.0,3.0,0.0,481.0,5.0,52.0,256.0,181.0,24.0,481.0,17.0,30.0,56.7,275.0,13.0,14.0,4.0,347.0,32.0,18.0,0.0,21.0,34.0,1.0,0.0,0.0,0.0,39.0,26.0,26.0,50.0
Alexis Saelemaekers,be BEL,FW,Milan,22,1999,36.0,22.0,1865.0,1.0,3.0,0.0,0.0,2.0,0.0,0.05,0.14,0.19,0.05,0.19,3.6,3.6,0.17,0.17,20.7,12.0,0.0,30.8,0.58,0.03,0.08,0.09,-2.6,-2.6,681.0,869.0,78.4,9508.0,2300.0,438.0,500.0,87.6,189.0,241.0,78.4,34.0,60.0,56.7,38.0,45.0,26.0,10.0,54.0,840.0,28.0,6.0,2.0,1.0,63.0,10.0,0.0,2.0,0.0,11.0,1.0,26.0,82.0,3.96,61.0,3.0,8.0,5.0,4.0,8.0,0.39,5.0,0.0,1.0,0.0,2.0,0.0,43.0,22.0,12.0,17.0,14.0,15.0,51.0,29.4,36.0,19.0,0.0,19.0,15.0,8.0,0.0,1129.0,14.0,111.0,511.0,530.0,68.0,1129.0,52.0,92.0,56.5,687.0,63.0,39.0,16.0,827.0,54.0,29.0,0.0,29.0,37.0,1.0,0.0,0.0,0.0,120.0,9.0,14.0,39.1
Jacopo Sala,it ITA,MF,Spezia,29,1991,18.0,13.0,880.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.02,0.02,9.8,2.0,0.0,50.0,0.2,0.25,0.5,0.04,0.8,0.8,407.0,473.0,86.0,6478.0,1820.0,203.0,224.0,90.6,158.0,177.0,89.3,28.0,43.0,65.1,7.0,35.0,4.0,1.0,41.0,450.0,21.0,20.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,19.0,1.94,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,10.0,10.0,2.0,13.0,30.0,43.3,17.0,6.0,0.0,6.0,14.0,11.0,0.0,557.0,19.0,175.0,311.0,80.0,6.0,557.0,5.0,12.0,41.7,323.0,7.0,8.0,0.0,345.0,9.0,4.0,0.0,11.0,12.0,1.0,0.0,1.0,0.0,71.0,4.0,4.0,50.0
Eddie Salcedo,it ITA,"MF,FW",Spezia,19,2001,12.0,5.0,429.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.33,0.33,4.8,4.0,1.0,25.0,0.84,0.0,0.0,0.1,-1.6,-1.6,100.0,148.0,67.6,1612.0,410.0,48.0,69.0,69.6,36.0,44.0,81.8,9.0,15.0,60.0,5.0,10.0,5.0,1.0,17.0,139.0,8.0,1.0,0.0,0.0,13.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,16.0,3.35,11.0,1.0,0.0,3.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,1.0,205.0,7.0,22.0,85.0,100.0,28.0,205.0,3.0,9.0,33.3,109.0,8.0,5.0,5.0,145.0,14.0,7.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,14.0,11.0,10.0,52.4
Lazar Samardzic,de GER,"MF,FW",Udinese,19,2002,22.0,1.0,490.0,2.0,2.0,0.0,0.0,0.0,0.0,0.37,0.37,0.73,0.37,0.73,1.2,1.2,0.21,0.21,5.4,6.0,1.0,35.3,1.1,0.12,0.33,0.07,0.8,0.8,200.0,258.0,77.5,3372.0,1147.0,102.0,121.0,84.3,66.0,81.0,81.5,25.0,44.0,56.8,19.0,18.0,6.0,1.0,22.0,214.0,43.0,16.0,4.0,6.0,32.0,21.0,11.0,5.0,0.0,5.0,1.0,2.0,40.0,7.35,20.0,12.0,4.0,1.0,2.0,5.0,0.92,0.0,3.0,2.0,0.0,0.0,0.0,13.0,9.0,4.0,7.0,2.0,7.0,26.0,26.9,19.0,6.0,0.0,6.0,2.0,2.0,0.0,338.0,5.0,38.0,148.0,158.0,13.0,338.0,15.0,26.0,57.7,173.0,10.0,7.0,5.0,203.0,14.0,8.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,33.0,6.0,5.0,54.5
Luigi Samele,it ITA,FW,Sassuolo,19,2002,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,16.0,3.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Antonio Sanabria,py PAR,FW,Torino,25,1996,29.0,22.0,1803.0,6.0,1.0,0.0,0.0,3.0,0.0,0.3,0.05,0.35,0.3,0.35,8.3,8.3,0.42,0.42,20.0,19.0,1.0,38.8,0.95,0.12,0.32,0.17,-2.3,-2.3,348.0,482.0,72.2,4786.0,453.0,218.0,281.0,77.6,79.0,108.0,73.1,23.0,28.0,82.1,18.0,14.0,6.0,1.0,24.0,461.0,20.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,35.0,1.75,24.0,0.0,2.0,6.0,3.0,5.0,0.25,1.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,4.0,25.0,3.0,11.0,4.0,7.0,2.0,10.0,0.0,707.0,12.0,33.0,325.0,354.0,84.0,707.0,13.0,20.0,65.0,414.0,11.0,11.0,7.0,576.0,79.0,37.0,0.0,26.0,34.0,21.0,2.0,0.0,0.0,52.0,78.0,124.0,38.6
Alexis Sánchez,cl CHI,FW,Inter,32,1988,27.0,7.0,881.0,5.0,2.0,0.0,0.0,0.0,0.0,0.51,0.2,0.72,0.51,0.72,5.0,5.0,0.51,0.51,9.8,13.0,1.0,39.4,1.33,0.15,0.38,0.15,0.0,0.0,348.0,456.0,76.3,5914.0,1714.0,174.0,206.0,84.5,109.0,141.0,77.3,47.0,75.0,62.7,20.0,32.0,30.0,5.0,76.0,420.0,33.0,10.0,5.0,8.0,35.0,19.0,8.0,5.0,0.0,0.0,3.0,9.0,53.0,5.44,38.0,6.0,2.0,3.0,2.0,6.0,0.62,5.0,1.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,6.0,3.0,2.0,11.0,18.2,9.0,4.0,0.0,4.0,2.0,3.0,0.0,565.0,4.0,33.0,237.0,299.0,51.0,565.0,21.0,39.0,53.8,363.0,22.0,14.0,9.0,436.0,22.0,14.0,0.0,10.0,21.0,8.0,0.0,0.0,0.0,36.0,10.0,16.0,38.5
Alex Sandro,br BRA,DF,Juventus,30,1991,28.0,17.0,1780.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,0.05,0.05,19.8,2.0,0.0,22.2,0.1,0.0,0.0,0.11,-1.0,-1.0,918.0,1096.0,83.8,16222.0,5459.0,396.0,440.0,90.0,420.0,489.0,85.9,84.0,119.0,70.6,23.0,73.0,26.0,10.0,80.0,960.0,132.0,21.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,109.0,4.0,15.0,42.0,2.12,36.0,1.0,1.0,0.0,3.0,7.0,0.35,6.0,0.0,0.0,0.0,1.0,0.0,27.0,16.0,15.0,9.0,3.0,11.0,25.0,44.0,14.0,17.0,6.0,11.0,27.0,40.0,0.0,1288.0,84.0,411.0,568.0,321.0,37.0,1288.0,14.0,29.0,48.3,725.0,68.0,32.0,9.0,835.0,15.0,20.0,0.0,31.0,34.0,1.0,1.0,0.0,1.0,113.0,31.0,20.0,60.8
Nicola Sansone,it ITA,"FW,MF",Bologna,29,1991,27.0,6.0,896.0,2.0,3.0,0.0,0.0,6.0,0.0,0.2,0.3,0.5,0.2,0.5,3.5,3.5,0.35,0.35,10.0,6.0,1.0,25.0,0.6,0.08,0.33,0.14,-1.5,-1.5,236.0,336.0,70.2,3516.0,1020.0,126.0,152.0,82.9,65.0,91.0,71.4,23.0,50.0,46.0,16.0,15.0,12.0,8.0,22.0,287.0,49.0,18.0,4.0,1.0,52.0,25.0,16.0,4.0,0.0,4.0,0.0,10.0,37.0,3.72,18.0,10.0,1.0,5.0,3.0,6.0,0.6,2.0,1.0,0.0,1.0,2.0,0.0,13.0,7.0,5.0,6.0,2.0,3.0,15.0,20.0,12.0,1.0,0.0,1.0,4.0,2.0,0.0,443.0,3.0,60.0,167.0,221.0,26.0,443.0,14.0,34.0,41.2,286.0,21.0,20.0,8.0,326.0,23.0,15.0,0.0,16.0,21.0,6.0,2.0,0.0,0.0,52.0,7.0,18.0,28.0
Federico Santander,py PAR,"FW,DF",Bologna,30,1991,7.0,0.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0,1.34,0.0,1.34,1.34,1.34,0.5,0.5,0.68,0.68,0.7,1.0,0.0,50.0,1.34,0.5,1.0,0.25,0.5,0.5,17.0,29.0,58.6,242.0,48.0,10.0,16.0,62.5,5.0,6.0,83.3,1.0,1.0,100.0,1.0,2.0,1.0,0.0,3.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,2.0,16.0,20.0,4.0,37.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,33.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,7.0,53.3
Samir Santos,br BRA,DF,Udinese,26,1994,17.0,17.0,1421.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,0.06,15.8,3.0,0.0,42.9,0.19,0.0,0.0,0.13,-0.9,-0.9,535.0,688.0,77.8,9395.0,3682.0,235.0,269.0,87.4,243.0,287.0,84.7,47.0,106.0,44.3,3.0,32.0,3.0,2.0,46.0,621.0,66.0,26.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,37.0,1.0,11.0,12.0,0.76,8.0,1.0,0.0,2.0,0.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,36.0,16.0,22.0,13.0,1.0,15.0,25.0,60.0,10.0,21.0,7.0,14.0,42.0,62.0,0.0,878.0,95.0,418.0,410.0,56.0,9.0,878.0,3.0,5.0,60.0,442.0,14.0,10.0,1.0,477.0,9.0,3.0,0.0,33.0,16.0,0.0,0.0,0.0,0.0,77.0,40.0,17.0,70.2
Riccardo Saponara,it ITA,FW,Fiorentina,29,1991,29.0,13.0,1284.0,3.0,3.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,2.9,2.9,0.2,0.2,14.3,14.0,0.0,37.8,0.98,0.08,0.21,0.08,0.1,0.1,427.0,555.0,76.9,7378.0,1930.0,204.0,249.0,81.9,171.0,208.0,82.2,40.0,55.0,72.7,20.0,39.0,25.0,7.0,93.0,545.0,8.0,5.0,0.0,13.0,28.0,1.0,0.0,0.0,0.0,2.0,2.0,19.0,63.0,4.41,47.0,0.0,5.0,5.0,6.0,8.0,0.56,6.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,1.0,6.0,3.0,6.0,16.0,37.5,10.0,5.0,0.0,5.0,1.0,3.0,0.0,713.0,7.0,88.0,294.0,338.0,71.0,713.0,20.0,53.0,37.7,501.0,84.0,52.0,29.0,583.0,32.0,19.0,0.0,6.0,24.0,4.0,1.0,0.0,0.0,59.0,5.0,9.0,35.7
Giacomo Satalino,it ITA,GK,Sassuolo,22,1999,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
